id,nombre,tipo_cocina,localizacion,descripcion,puntuacion_media,num_valoraciones
8773,Trattoria Castellana,india,Valencia,"Especializado en tapas variadas para compartir, resulta ideal para celebraciones familiares. Restaurante de cocina china situado en un entorno moderno y luminoso. El local admite reservas para grupos grandes. La presentación de los platos está muy cuidada.",3.82,487
8774,Trattoria Delicias,india,Vigo,"Restaurante de cocina americana situado en un entorno urbano de estilo industrial. Especializado en tapas variadas para compartir, resulta ideal para comidas de negocio. Incluye opciones sin gluten bajo petición. La mayoría de los ingredientes son de proximidad.",3.63,380
8775,Osteria Bella,mexicana,A Coruña,"Especializado en tacos mexicanos con salsas caseras, resulta ideal para brunch de fin de semana. Restaurante de cocina italiana situado en un entorno animado y perfecto para grupos. El equipo de cocina apuesta por sabores intensos. La cocina es visible desde la sala principal.",3.75,232
8776,Curry Gourmet,italiana,Bilbao,"Restaurante de cocina americana situado en un entorno tranquilo y silencioso. Especializado en tapas variadas para compartir, resulta ideal para eventos de empresa. La mayoría de los ingredientes son de proximidad. La música de fondo crea un ambiente agradable.",4.15,334
8777,Burger Atlántico,india,Sevilla,"Especializado en platos de cuchara tradicionales, resulta ideal para eventos de empresa. Restaurante de cocina india situado en un entorno acogedor y cálido. Es habitual encontrar productos de temporada en el menú. El local admite reservas para grupos grandes.",4.62,178
8778,Tandoori House,mexicana,Zaragoza,"Especializado en hamburguesas gourmet con pan brioche, resulta ideal para reuniones informales. Cuenta con carta de vinos seleccionada y cervezas artesanas. La mayoría de los ingredientes son de proximidad. Restaurante de cocina china situado en un entorno romántico con iluminación tenue.",3.91,120
8779,Brasserie Atlántico,japonesa,Bilbao,"Se pueden adaptar platos al gusto del cliente. Restaurante de cocina americana situado en un entorno acogedor y cálido. Especializado en sushi fresco preparado al momento, resulta ideal para cenas en pareja. La música de fondo crea un ambiente agradable.",4.89,114
8780,Ramen Centro,gallega,Barcelona,"Se pueden adaptar platos al gusto del cliente. Cuenta con carta de vinos seleccionada y cervezas artesanas. Restaurante de cocina gallega situado en un entorno urbano de estilo industrial. Especializado en tacos mexicanos con salsas caseras, resulta ideal para celebraciones familiares.",3.74,131
8781,Cantina Fusión,india,Barcelona,"Especializado en pizzas artesanales al horno de leña, resulta ideal para comidas de negocio. El equipo de cocina apuesta por sabores intensos. Restaurante de cocina italiana situado en un entorno animado y perfecto para grupos. Cuenta con carta de vinos seleccionada y cervezas artesanas.",4.94,380
8782,Pizzería Urbano,fusión,Zaragoza,"La mayoría de los ingredientes son de proximidad. Cuenta con carta de vinos seleccionada y cervezas artesanas. Especializado en tacos mexicanos con salsas caseras, resulta ideal para comidas de negocio. Restaurante de cocina india situado en un entorno animado y perfecto para grupos.",3.8,148
8783,Ramen House,fusión,Barcelona,"Cuenta con carta de vinos seleccionada y cervezas artesanas. La mayoría de los ingredientes son de proximidad. Especializado en hamburguesas gourmet con pan brioche, resulta ideal para reuniones informales. Restaurante de cocina india situado en un entorno tranquilo y silencioso.",4.37,462
8784,Asador Roma,americana,Lugo,"Dispone de menú del día con varias alternativas. Restaurante de cocina japonesa situado en un entorno elegante pero cercano. Es habitual encontrar productos de temporada en el menú. Especializado en pizzas artesanales al horno de leña, resulta ideal para eventos de empresa.",3.67,385
8785,Casa Castellana,mexicana,Zaragoza,"Especializado en ramen casero con caldo de larga cocción, resulta ideal para cenas en pareja. El servicio es cercano y cuida cada detalle. Restaurante de cocina americana situado en un entorno tranquilo y silencioso. Suele incorporar sugerencias fuera de carta.",3.95,439
8786,Grill Rica,mediterránea,Valencia,"Restaurante de cocina japonesa situado en un entorno romántico con iluminación tenue. La cocina es visible desde la sala principal. El espacio combina mesas altas y bajas. Especializado en ramen casero con caldo de larga cocción, resulta ideal para comidas rápidas entre semana.",4.57,20
8787,Bistro Do Sol,mediterránea,Barcelona,"La relación calidad-precio es uno de sus puntos fuertes. La cocina es visible desde la sala principal. Especializado en pizzas artesanales al horno de leña, resulta ideal para comidas rápidas entre semana. Restaurante de cocina india situado en un entorno informal y desenfadado.",3.75,196
8788,Curry Friends,gallega,Barcelona,"Especializado en carnes a la brasa de larga maduración, resulta ideal para brunch de fin de semana. Suele incorporar sugerencias fuera de carta. El servicio es cercano y cuida cada detalle. Restaurante de cocina mexicana situado en un entorno tranquilo y silencioso.",4.25,225
8789,Curry House,americana,Vigo,"Especializado en postres caseros inspirados en recetas locales, resulta ideal para salidas con amigos. El equipo de cocina apuesta por sabores intensos. Dispone de menú del día con varias alternativas. Restaurante de cocina japonesa situado en un entorno romántico con iluminación tenue.",4.76,42
8790,Grill Gourmet,japonesa,Lugo,"La relación calidad-precio es uno de sus puntos fuertes. La música de fondo crea un ambiente agradable. Restaurante de cocina india situado en un entorno elegante pero cercano. Especializado en platos de cuchara tradicionales, resulta ideal para cenas en pareja.",4.24,236
8791,Tandoori House,india,Málaga,"Especializado en carnes a la brasa de larga maduración, resulta ideal para salidas con amigos. La cocina es visible desde la sala principal. Restaurante de cocina americana situado en un entorno informal y desenfadado. El espacio combina mesas altas y bajas.",3.94,399
8792,Casa Fusión,mediterránea,Valencia,"Restaurante de cocina mexicana situado en un entorno romántico con iluminación tenue. La cocina es visible desde la sala principal. Suele incorporar sugerencias fuera de carta. Especializado en pizzas artesanales al horno de leña, resulta ideal para salidas con amigos.",4.95,477
8793,Tapas Zen,mexicana,Barcelona,"La mayoría de los ingredientes son de proximidad. Especializado en pizzas artesanales al horno de leña, resulta ideal para comidas rápidas entre semana. Restaurante de cocina vegana situado en un entorno romántico con iluminación tenue. El local admite reservas para grupos grandes.",3.93,30
8794,Tapas Viva,india,Pontevedra,"Restaurante de cocina healthy situado en un entorno animado y perfecto para grupos. Dispone de menú del día con varias alternativas. Especializado en platos de cuchara tradicionales, resulta ideal para eventos de empresa. El espacio combina mesas altas y bajas.",3.58,83
8795,Curry Urbano,healthy,A Coruña,"Especializado en ramen casero con caldo de larga cocción, resulta ideal para salidas con amigos. Ofrece opciones para vegetarianos y celíacos. Restaurante de cocina china situado en un entorno animado y perfecto para grupos. El espacio combina mesas altas y bajas.",4.32,120
8796,Wok Urbano,japonesa,Barcelona,"Dispone de menú del día con varias alternativas. Especializado en tapas variadas para compartir, resulta ideal para brunch de fin de semana. Restaurante de cocina japonesa situado en un entorno tranquilo y silencioso. La mayoría de los ingredientes son de proximidad.",4.37,276
8797,Casa Lumière,healthy,Vigo,"Especializado en hamburguesas gourmet con pan brioche, resulta ideal para reuniones informales. Restaurante de cocina healthy situado en un entorno animado y perfecto para grupos. Suele incorporar sugerencias fuera de carta. El local admite reservas para grupos grandes.",4.02,187
8798,Ramen Del Mar,mexicana,Bilbao,"Especializado en carnes a la brasa de larga maduración, resulta ideal para brunch de fin de semana. El espacio combina mesas altas y bajas. Incluye opciones sin gluten bajo petición. Restaurante de cocina americana situado en un entorno urbano de estilo industrial.",3.93,265
8799,Asador Select,mediterránea,Santiago,"Dispone de menú del día con varias alternativas. Es habitual encontrar productos de temporada en el menú. Especializado en hamburguesas gourmet con pan brioche, resulta ideal para reuniones informales. Restaurante de cocina china situado en un entorno romántico con iluminación tenue.",3.65,422
8800,Cantina Rica,mexicana,Bilbao,"Especializado en pizzas artesanales al horno de leña, resulta ideal para comidas de negocio. Restaurante de cocina healthy situado en un entorno animado y perfecto para grupos. El espacio combina mesas altas y bajas. El local admite reservas para grupos grandes.",4.3,208
8801,Trattoria Roma,americana,A Coruña,"Restaurante de cocina fusión situado en un entorno romántico con iluminación tenue. Especializado en tacos mexicanos con salsas caseras, resulta ideal para eventos de empresa. Incluye opciones sin gluten bajo petición. Se pueden adaptar platos al gusto del cliente.",3.84,120
8802,Wok Select,americana,Ourense,"El equipo de cocina apuesta por sabores intensos. El servicio es cercano y cuida cada detalle. Especializado en ensaladas healthy con productos de temporada, resulta ideal para eventos de empresa. Restaurante de cocina japonesa situado en un entorno informal y desenfadado.",4.5,396
8803,Steakhouse Centro,vegana,Valencia,"La relación calidad-precio es uno de sus puntos fuertes. Especializado en platos de cuchara tradicionales, resulta ideal para comidas rápidas entre semana. Restaurante de cocina gallega situado en un entorno acogedor y cálido. Cuenta con carta de vinos seleccionada y cervezas artesanas.",4.92,43
8804,Osteria Atlántico,mediterránea,Málaga,"Restaurante de cocina italiana situado en un entorno elegante pero cercano. La cocina es visible desde la sala principal. Especializado en tacos mexicanos con salsas caseras, resulta ideal para comidas rápidas entre semana. Suele incorporar sugerencias fuera de carta.",4.08,422
8805,Osteria Rica,italiana,Ourense,"El equipo de cocina apuesta por sabores intensos. Restaurante de cocina fusión situado en un entorno informal y desenfadado. Especializado en tacos mexicanos con salsas caseras, resulta ideal para comidas de negocio. Ofrece opciones para vegetarianos y celíacos.",3.63,336
8806,Sushi Gourmet,china,Bilbao,"El local admite reservas para grupos grandes. Especializado en platos de cuchara tradicionales, resulta ideal para comidas rápidas entre semana. El equipo de cocina apuesta por sabores intensos. Restaurante de cocina healthy situado en un entorno tranquilo y silencioso.",4.87,310
8807,Taberna Delicias,americana,Málaga,"Restaurante de cocina india situado en un entorno informal y desenfadado. Ofrece opciones para vegetarianos y celíacos. Especializado en postres caseros inspirados en recetas locales, resulta ideal para comidas de negocio. La relación calidad-precio es uno de sus puntos fuertes.",3.77,391
